O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
51-9196.00;Paper Goods Machine Setters, Operators, and Tenders;Thermal book binding machines;45101808;Thermal book binding machines
51-9197.00;Tire Builders;Adjustable handwrenches;27111707;Adjustable wrenches
51-9197.00;Tire Builders;Automatic tire building machines TBM;23153403;Specialty assembly
51-9197.00;Tire Builders;Bead flipping machines;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Bead setters;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Belt conveyors;24101712;Belt conveyors
51-9197.00;Tire Builders;Beta thickness gauges;41111623;Thickness measuring devices
51-9197.00;Tire Builders;Calendering machines;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Common industrial protocol CIP software;32101628;Microcontrollers
51-9197.00;Tire Builders;Curing presses;23151509;Vulcanizing machines
51-9197.00;Tire Builders;Floor scales;41111509;Floor or platform scales
51-9197.00;Tire Builders;Guillotine cutters;23101508;Cutting machines
51-9197.00;Tire Builders;Hydraulic presses;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Manual tire building machines TBM;23153403;Specialty assembly
51-9197.00;Tire Builders;Mechanical presses;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Mill feed conveyors;24101712;Belt conveyors
51-9197.00;Tire Builders;Paint brushes;31211904;Paint brushes
51-9197.00;Tire Builders;Power saws;27112709;Power saws
51-9197.00;Tire Builders;Programmable automation controllers PAC;32101628;Microcontrollers
51-9197.00;Tire Builders;Robotic assembly machines;23153403;Specialty assembly
51-9197.00;Tire Builders;Rubber slab cutters;23151510;Plastic cutting machinery
51-9197.00;Tire Builders;Screw-type extruders;23151503;Extruders
51-9197.00;Tire Builders;Steel rods;41103313;Depth indicators
51-9197.00;Tire Builders;Tire band building machines;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Tire building drums;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Tire building machines;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Tire stitchers;23121614;Sewing machines
51-9197.00;Tire Builders;Transfer rings;23151506;Rubber or plastic presses
51-9197.00;Tire Builders;Tread servicers;24101712;Belt conveyors
51-9197.00;Tire Builders;Utility knives;27111503;Utility knives
51-9197.00;Tire Builders;Wheel balancers;25191701;Wheel balancing equipment
51-9197.00;Tire Builders;X ray inspection machines;41111808;X ray radiography examination equipment
51-9198.00;Helpers--Production Workers;Adjustable wrenches;27111707;Adjustable wrenches
51-9198.00;Helpers--Production Workers;Claw hammers;27111618;Claw hammer
51-9198.00;Helpers--Production Workers;Crescent wrenches;27111706;Open end wrenches
51-9198.00;Helpers--Production Workers;Forklifts;24101603;Forklifts
51-9198.00;Helpers--Production Workers;Grease guns;27112901;Grease guns
51-9198.00;Helpers--Production Workers;Hand jacks;24101612;Jacks
51-9198.00;Helpers--Production Workers;Hand saws;27111508;Saws
51-9198.00;Helpers--Production Workers;Handtrucks;24101504;Hand trucks or accessories
51-9198.00;Helpers--Production Workers;Hydraulic booms;24101624;Hydraulic truck cranes
51-9198.00;Helpers--Production Workers;Hydraulic winches;24101608;Winches
51-9198.00;Helpers--Production Workers;Industrial platform scales;41111509;Floor or platform scales
51-9198.00;Helpers--Production Workers;Industrial vacuum cleaners;47121602;Vacuum cleaners
51-9198.00;Helpers--Production Workers;Jackhammers;27131504;Pneumatic hammer
51-9198.00;Helpers--Production Workers;Label-making machines;44102405;Label making machines
51-9198.00;Helpers--Production Workers;Locking pliers;27112115;Locking pliers
51-9198.00;Helpers--Production Workers;Material-hoisting slings;24101611;Slings
51-9198.00;Helpers--Production Workers;Measuring tapes;27111801;Tape measures
51-9198.00;Helpers--Production Workers;Personal computers;43211508;Personal computers
51-9198.00;Helpers--Production Workers;Phillips head screwdrivers;27111701;Screwdrivers
51-9198.00;Helpers--Production Workers;Pipe jacks;24101612;Jacks
51-9198.00;Helpers--Production Workers;Pipe wrenches;27111708;Pipe wrenches
51-9198.00;Helpers--Production Workers;Planers;27111903;Planes
51-9198.00;Helpers--Production Workers;Platform ladders;30191501;Ladders
51-9198.00;Helpers--Production Workers;Power drills;27112703;Power drills
51-9198.00;Helpers--Production Workers;Power grinders;27112704;Power grinders
51-9198.00;Helpers--Production Workers;Power hoists;24101602;Hoists
51-9198.00;Helpers--Production Workers;Power nail guns;27112716;Power nail guns
51-9198.00;Helpers--Production Workers;Power sanders;27112708;Power sanders
51-9198.00;Helpers--Production Workers;Power saws;27112709;Power saws
51-9198.00;Helpers--Production Workers;Precision files;27111944;Precision file
51-9198.00;Helpers--Production Workers;Pressure wands;47121805;Pressure or steam cleaners
51-9198.00;Helpers--Production Workers;Ratcheting box wrenches;27111705;Box end wrenches
51-9198.00;Helpers--Production Workers;Razor knives;27111502;Razor knives
51-9198.00;Helpers--Production Workers;Skid steer loaders;22101529;Skid steer loaders
51-9198.00;Helpers--Production Workers;Soldering equipment;23271603;Soldering iron
51-9198.00;Helpers--Production Workers;Staple guns;27112401;Staple guns
51-9198.00;Helpers--Production Workers;Straight screwdrivers;27111701;Screwdrivers
51-9198.00;Helpers--Production Workers;Utility knives;27111503;Utility knives
51-9199.01;Recycling and Reclamation Workers;Adjustable hand wrenches;27111707;Adjustable wrenches
51-9199.01;Recycling and Reclamation Workers;Belt conveyor systems;24101712;Belt conveyors
51-9199.01;Recycling and Reclamation Workers;Blow torches;23271702;Blow torch
51-9199.01;Recycling and Reclamation Workers;Cardboard balers;24102108;Packaging compactors
51-9199.01;Recycling and Reclamation Workers;Channel lock pliers;27112115;Locking pliers
51-9199.01;Recycling and Reclamation Workers;Claw hammers;27111618;Claw hammer
51-9199.01;Recycling and Reclamation Workers;Cordless drills;27112703;Power drills
51-9199.01;Recycling and Reclamation Workers;Crushing machines;23151602;Crushers
51-9199.01;Recycling and Reclamation Workers;Desktop computers;43211507;Desktop computers
51-9199.01;Recycling and Reclamation Workers;Extension ladders;30191501;Ladders
51-9199.01;Recycling and Reclamation Workers;Fiber sorters;44102502;Sorters
51-9199.01;Recycling and Reclamation Workers;Forklifts;24101603;Forklifts
51-9199.01;Recycling and Reclamation Workers;Grinders;23151604;Grinding or polishing machines
51-9199.01;Recycling and Reclamation Workers;Handheld calculators;44101807;Pocket calculator
51-9199.01;Recycling and Reclamation Workers;Hex wrenches;27111710;Hex keys
51-9199.01;Recycling and Reclamation Workers;Horizontal balers;24102108;Packaging compactors
51-9199.01;Recycling and Reclamation Workers;Laser facsimile machines;44101508;Laser fax machine
51-9199.01;Recycling and Reclamation Workers;Magnetized can sorters;44102502;Sorters
51-9199.01;Recycling and Reclamation Workers;Material compactors;24102108;Packaging compactors
51-9199.01;Recycling and Reclamation Workers;Material hoists;24101602;Hoists
51-9199.01;Recycling and Reclamation Workers;Mobile radios;43191510;Two way radios
51-9199.01;Recycling and Reclamation Workers;Multi-line telephone systems;43191507;Special purpose telephones
51-9199.01;Recycling and Reclamation Workers;Pallet jacks;24101505;Pallet trucks
51-9199.01;Recycling and Reclamation Workers;Paper shredders;44101603;Paper shredding machines or accessories
51-9199.01;Recycling and Reclamation Workers;Personal computers;43211508;Personal computers
51-9199.01;Recycling and Reclamation Workers;Phillips head screwdrivers;27111701;Screwdrivers
51-9199.01;Recycling and Reclamation Workers;Photocopying equipment;44101501;Photocopiers
51-9199.01;Recycling and Reclamation Workers;Power lifts;24101604;Lifts
51-9199.01;Recycling and Reclamation Workers;Power saws;27112709;Power saws
51-9199.01;Recycling and Reclamation Workers;Protective ear muffs;46181902;Ear muffs
51-9199.01;Recycling and Reclamation Workers;Recycling collection trucks;25101611;Cargo trucks
51-9199.01;Recycling and Reclamation Workers;Refrigerant reclamation equipment;40151607;Refrigerant compressors
51-9199.01;Recycling and Reclamation Workers;Safety glasses;46181802;Safety glasses
51-9199.01;Recycling and Reclamation Workers;Skid steer loaders;22101529;Skid steer loaders
51-9199.01;Recycling and Reclamation Workers;Straight screwdrivers;27111701;Screwdrivers
51-9199.01;Recycling and Reclamation Workers;Tractor-trailer trucks;25101611;Cargo trucks
51-9199.01;Recycling and Reclamation Workers;Utility knives;27111503;Utility knives
51-9199.01;Recycling and Reclamation Workers;Utility work machines;22101501;Front end loaders
51-9199.01;Recycling and Reclamation Workers;Wheeled front end loaders;22101501;Front end loaders
51-9199.01;Recycling and Reclamation Workers;Wire cutters;27111511;Wire cutters
51-9199.01;Recycling and Reclamation Workers;Work vans;25101505;Minivans or vans
53-1011.00;Aircraft Cargo Handling Supervisors;Aircraft loaders;25191505;Aircraft cargo handling equipment
53-1011.00;Aircraft Cargo Handling Supervisors;Aircraft wheel chocks;24101808;Wheel chocks
53-1011.00;Aircraft Cargo Handling Supervisors;Airplane baggage tuggers;25191523;Airplane baggage tug or tractor
53-1011.00;Aircraft Cargo Handling Supervisors;Airport cargo conveyor trucks;25191524;Airfreight conveyor truck
53-1011.00;Aircraft Cargo Handling Supervisors;Belt loader trucks;25191524;Airfreight conveyor truck
53-1011.00;Aircraft Cargo Handling Supervisors;Cargo collection hoppers;25191505;Aircraft cargo handling equipment
53-1011.00;Aircraft Cargo Handling Supervisors;Cargo dollies;24101503;Dollies
53-1011.00;Aircraft Cargo Handling Supervisors;Cargo tiedown straps;31151906;Ratchet tie down strap
53-1011.00;Aircraft Cargo Handling Supervisors;Cargo turntables;25191505;Aircraft cargo handling equipment
53-1011.00;Aircraft Cargo Handling Supervisors;Cargo winches;24101608;Winches
53-1011.00;Aircraft Cargo Handling Supervisors;Conveyor belt systems;24101712;Belt conveyors
53-1011.00;Aircraft Cargo Handling Supervisors;Data input scanners;43211711;Scanners
53-1011.00;Aircraft Cargo Handling Supervisors;Desktop computers;43211507;Desktop computers
53-1011.00;Aircraft Cargo Handling Supervisors;Elevating transfer vehicles ETV;25191505;Aircraft cargo handling equipment
53-1011.00;Aircraft Cargo Handling Supervisors;Forklift scales;41111518;Axle load scales
53-1011.00;Aircraft Cargo Handling Supervisors;Mobile radios;43191510;Two way radios
53-1011.00;Aircraft Cargo Handling Supervisors;Pallet jacks;24101505;Pallet trucks
53-1011.00;Aircraft Cargo Handling Supervisors;Pancake scales;41111509;Floor or platform scales
53-1011.00;Aircraft Cargo Handling Supervisors;Pipe roller conveyors;24101709;Roller conveyors
53-1011.00;Aircraft Cargo Handling Supervisors;Programmable logic control PLC conveyor systems;24101712;Belt conveyors
53-1011.00;Aircraft Cargo Handling Supervisors;Pry bars;27112502;Pry bars
53-1011.00;Aircraft Cargo Handling Supervisors;Scissor lift trucks;24101617;Scissor lift or lift table
53-1011.00;Aircraft Cargo Handling Supervisors;Stepladders;30191501;Ladders
53-1011.00;Aircraft Cargo Handling Supervisors;Wheeled forklifts;24101603;Forklifts
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Banding machines;23152901;Wrapping machinery
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Barcode scanners;43211701;Bar code reader equipment
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Claw hammers;27111618;Claw hammer
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Desktop computers;43211507;Desktop computers
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Dollies;24101503;Dollies
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Forklifts;24101603;Forklifts
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Glue guns;27112719;Glue guns
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Hand planes;27111903;Planes
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Hand saws;27111508;Saws
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Handtrucks;24101504;Hand trucks or accessories
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Hoisting hooks;31162605;Lifting hooks
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Hydraulic jacks;24101612;Jacks
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Hydraulic winches;24101608;Winches
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Lift trucks;24101603;Forklifts
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Material-hoisting slings;24101611;Slings
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Overhead cranes;24101620;Track cranes
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Pallet jacks;24101505;Pallet trucks
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Personal computers;43211508;Personal computers
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Power hoists;24101602;Hoists
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Power saws;27112709;Power saws
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Scaffolding;30191502;Scaffolding
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Tape guns;24102202;Box sealing tape dispensers
53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Utility knives;27111503;Utility knives
53-1021.01;Recycling Coordinators;Cardboard balers;24102108;Packaging compactors
53-1021.01;Recycling Coordinators;Computer laser printers;43212105;Laser printers
53-1021.01;Recycling Coordinators;Crushing machines;23151602;Crushers
53-1021.01;Recycling Coordinators;Desktop computers;43211507;Desktop computers
53-1021.01;Recycling Coordinators;Forklifts;24101603;Forklifts
53-1021.01;Recycling Coordinators;Granulators;23151602;Crushers
53-1021.01;Recycling Coordinators;Hand trucks;24101504;Hand trucks or accessories
53-1021.01;Recycling Coordinators;Handheld calculators;44101807;Pocket calculator
53-1021.01;Recycling Coordinators;Laptop computers;43211503;Notebook computers
53-1021.01;Recycling Coordinators;Laser facsimile machines;44101508;Laser fax machine
53-1021.01;Recycling Coordinators;Multi-line telephone systems;43191507;Special purpose telephones
53-1021.01;Recycling Coordinators;Pallet jacks;24101505;Pallet trucks
53-1021.01;Recycling Coordinators;Personal computers;43211508;Personal computers
53-1021.01;Recycling Coordinators;Photocopying equipment;44101501;Photocopiers
53-1021.01;Recycling Coordinators;Recyclable material sorters;44102502;Sorters
53-1021.01;Recycling Coordinators;Skid steer loaders;22101529;Skid steer loaders
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Desktop computers;43211507;Desktop computers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Forklifts;24101603;Forklifts
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Grease guns;27112901;Grease guns
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Hand trucks;24101504;Hand trucks or accessories
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Hydraulic jacks;24101612;Jacks
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Impact wrenches;27112713;Impact wrenches
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Lowboys;25181702;Flatbed trailers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Lug wrenches;25191719;Wheel nut or lug wrench
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Micrometers;41111601;Micrometers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Pallet jacks;24101505;Pallet trucks
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Personal computers;43211508;Personal computers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Personal digital assistants PDA;43211504;Personal digital assistant PDAs or organizers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Phillips head screwdrivers;27111701;Screwdrivers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Portable welding equipment;23271406;Spot welding machine
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Ratchet wrenches;27111711;Ratchets
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Refrigerated trailers;25181706;Temperature controlled container trailers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Roller beds;24101701;Conveyor roller
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Straight screwdrivers;27111701;Screwdrivers
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Torque wrenches;27111715;Torque wrenches
53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Two way radios;43191510;Two way radios
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Aileron trim switches;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Airborne collision avoidance systems ACAS;25201903;Aircraft warning systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Aircraft data loaders;25201801;Flight computer systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Anti-skid control systems;25202206;Aircraft anti skid controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Attitude heading reference systems AHRS;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Autobrakes;25202201;Aircraft braking systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Automatic direction finder ADF radio systems;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Automatic landing systems;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Autopilot systems;25201801;Flight computer systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Brake management systems;25202201;Aircraft braking systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Brake pedals;25202202;Aircraft drag chutes
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Cockpit displays of traffic information CDTI;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Continuous flow emergency oxygen systems;25202607;Aircraft oxygen equipment
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Control display units CDU;25201801;Flight computer systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Control wheels;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Data load selectors;25201801;Flight computer systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Desktop computers;43211507;Desktop computers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Digital communications display units DCDU;25201701;Aircraft communication systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Diluter demand emergency oxygen systems;25202607;Aircraft oxygen equipment
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Distance measuring equipment DME;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Electric trim switches;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Electronic flight instrument systems EFIS;25202103;Aerospace cockpit display panels
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Emergency exit slides;25201902;Aircraft escape or ejection systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Emergency life rafts;25201902;Aircraft escape or ejection systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Engine anti-ice systems;25202505;Aircraft onboard defrosting or defogging systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Equipment cooling controls;25202604;Aircraft cooling fans
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Fire extinguishers;46191601;Fire extinguishers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Fire suppression and control systems;25201901;Aircraft fire control or extinguishing systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Flaps control levers;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Flight database systems;25201801;Flight computer systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Fuel control systems;25202405;Aircraft fuel management systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Global positioning system GPS devices;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Ground proximity warning systems GPWS;25201903;Aircraft warning systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Head-up guidance systems HGS;25202105;Aerospace head up display HUDs
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;High-frequency HF radio communication systems;25201701;Aircraft communication systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Hydraulic actuators;25202501;Aircraft hydraulic systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Hydraulic control systems;25202501;Aircraft hydraulic systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Hydraulic pressure regulators;25202501;Aircraft hydraulic systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Inertial navigation systems INS;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Instrument landing system ILS glideslope receivers;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Instrument landing system ILS localizers;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Landing gear control systems;25202204;Landing gear assemblies
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Long range navigation LORAN-C systems;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Manual trim wheels;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Microwave landing systems MLS;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Navigation mode selectors;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Nondirectional radio beacon markers;25201602;Aircraft navigation beacons
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Nosewheel steering systems;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Notebook computers;43211503;Notebook computers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;On-board intercom systems;25201701;Aircraft communication systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Passenger oxygen control systems;25202607;Aircraft oxygen equipment
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Personal digital assistants PDA;43211504;Personal digital assistant PDAs or organizers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Pneumatics systems;25202702;Pneumatic aircraft accumulators
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Point plotters;41111913;Point plotting recorders
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Power generation and distribution control systems;25202003;Aircraft power supply units
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Pressure demand emergency oxygen systems;25202607;Aircraft oxygen equipment
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Pressurization control systems;25202601;Aircraft environment controllers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Radio frequency-based navigation and guidance systems;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Recirculation control systems;25202601;Aircraft environment controllers
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Rudder pedals;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Rudder trim knobs;25201605;Aircraft steering controls
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Satellite-based navigation and guidance systems;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Transponder landing systems TLS;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Ultra high frequency UHF radio communication systems;25201701;Aircraft communication systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Very high frequency omnidirectional range VOR systems;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Very high frequency VHF direction finders;25201604;Aircraft guidance systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Very high frequency VHF radio communication systems;25201701;Aircraft communication systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Windscreen ice control systems;25202505;Aircraft onboard defrosting or defogging systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Wing anti-ice systems;25202505;Aircraft onboard defrosting or defogging systems
53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Yaw damper systems;25201605;Aircraft steering controls
53-2012.00;Commercial Pilots;Air conditioning systems;25202602;Aircraft environment regulators
53-2012.00;Commercial Pilots;Air data computers;25201801;Flight computer systems
53-2012.00;Commercial Pilots;Air pressurization systems;25202601;Aircraft environment controllers
53-2012.00;Commercial Pilots;Airborne collision avoidance systems ACAS;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Anti-skid systems;25202206;Aircraft anti skid controls
53-2012.00;Commercial Pilots;Autobrakes;25202201;Aircraft braking systems
53-2012.00;Commercial Pilots;Automatic direction finder ADF radio systems;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Automatic landing systems;25201605;Aircraft steering controls
53-2012.00;Commercial Pilots;Autopilot systems;25201801;Flight computer systems
53-2012.00;Commercial Pilots;Channel lock pliers;27112115;Locking pliers
53-2012.00;Commercial Pilots;Cockpit displays of traffic information CDTI;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Continuous flow emergency oxygen systems;25202607;Aircraft oxygen equipment
53-2012.00;Commercial Pilots;De-icing equipment;25191507;Aircraft deicing equipment
53-2012.00;Commercial Pilots;Desktop computers;43211507;Desktop computers
53-2012.00;Commercial Pilots;Digital communications display units DCDU;25201701;Aircraft communication systems
53-2012.00;Commercial Pilots;Digital multimeters;41113630;Multimeters
53-2012.00;Commercial Pilots;Distance measuring equipment DME;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Electro-hydraulic control systems;25202501;Aircraft hydraulic systems
53-2012.00;Commercial Pilots;Electronic flight instrument systems EFIS;25202103;Aerospace cockpit display panels
53-2012.00;Commercial Pilots;Emergency exit slides;25201902;Aircraft escape or ejection systems
53-2012.00;Commercial Pilots;Emergency life rafts;25201902;Aircraft escape or ejection systems
53-2012.00;Commercial Pilots;Emergency pressurization systems;25202601;Aircraft environment controllers
53-2012.00;Commercial Pilots;Engine anti-icing equipment;25202505;Aircraft onboard defrosting or defogging systems
53-2012.00;Commercial Pilots;Engine fire detection systems;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Engine fire extinguishing systems;25201901;Aircraft fire control or extinguishing systems
53-2012.00;Commercial Pilots;Engine indicating and crew alerting systems EICAS;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Equipment cooling controls;25202604;Aircraft cooling fans
53-2012.00;Commercial Pilots;Fire suppression and control systems;25201901;Aircraft fire control or extinguishing systems
53-2012.00;Commercial Pilots;Flight director FD systems;25201801;Flight computer systems
53-2012.00;Commercial Pilots;Flight management systems FMS;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Flight simulators;25191504;Aircraft flight simulators or trainers
53-2012.00;Commercial Pilots;Fuel control systems;25202405;Aircraft fuel management systems
53-2012.00;Commercial Pilots;Global positioning system GPS devices;25201604;Aircraft guidance systems
53-2012.00;Commercial Pilots;Ground proximity warning systems GPWS;25201903;Aircraft warning systems
53-2012.00;Commercial Pilots;Handheld calculators;44101807;Pocket calculator
53-2012.00;Commercial Pilots;Head-up guidance systems HGS;25202105;Aerospace head up display HUDs
53-2012.00;Commercial Pilots;High frequency HF radio communication systems;25201701;Aircraft communication systems
